APR Percentage,Bankruptcy Fore Closure Check,Current Mortgage Balance,Estimated Credit Score Band Id,Estimated Credit Score,Estimated Property Value,Is Best Offer,Lender Id,Lender Rank,Loan Amount Requested,OfferId,Origination Fee,Other Lender Fees,Property City,Property State,Property Type Id,Property Zip Code,QuestionerId,Requested Loan Type Id,State,Status ,Veteran
4.829,no,160001,1,3,275000,FALSE,7,1,175001,81c397b6-4131-458c-8f89-cb685f6c985f,0,0,Salt Lake City,UT,2,84119,22d16531-2a2b-4af6-a0e2-38eb84ac25cc,2,UT,1,Yes
4.962,no,10000,1,3,160000,TRUE,83,1,10000,dc9ca759-bb85-4db1-980b-eb741b98eae6,1490,0,Fresno,CA,1,93702,e8b48ab8-dfa6-4edf-aaeb-eccd5fd77bef,2,CA,1,No
4.962,no,10000,1,3,160000,TRUE,83,1,10000,dc9ca759-bb85-4db1-980b-eb741b98eae6,1490,0,Fresno,CA,1,93702,e8b48ab8-dfa6-4edf-aaeb-eccd5fd77bef,2,CA,1,No
5.214,no,10000,1,3,160000,TRUE,136,4,10000,c981397e-4cda-409f-bdc3-30ca6a6d63ac,0,0,Fresno,CA,1,93702,e8b48ab8-dfa6-4edf-aaeb-eccd5fd77bef,2,CA,1,No
4.62,no,95001,6,5,325000,TRUE,83,1,175001,00bc98cc-85ab-4041-93b6-cc8f2fa22739,1490,0,Bridgeport,TX,1,76426,d62e0cf4-b1ca-4201-81c2-dee5f1dee98b,2,TX,1,No
5.196,no,70001,9,7,140000,TRUE,9,2,95001,6ac70c83-caa4-42e1-b60a-5968ad9aa77f,0,2457,Greeley,CO,1,80631,84622ed2-583a-4bca-8c61-b1823aa7fd9e,2,CO,1,No
6.032,bankruptcy,250001,8,7,450000,TRUE,83,1,320001,f3e88e77-29db-4459-92d7-20340cbb958f,1490,0,Junction City,OR,1,97448,fd9163e7-d5a8-49dd-b36c-ef25c7f83531,2,OR,1,No
4.883,bankruptcy,250001,8,7,450000,TRUE,7,3,320001,54e485f6-32d4-4bac-a7aa-e9f6861d631c,0,0,Junction City,OR,1,97448,fd9163e7-d5a8-49dd-b36c-ef25c7f83531,2,OR,1,No
4.302,no,70001,1,3,300000,TRUE,136,1,80001,0db55b2c-8775-40ce-aa1a-02cace7583dd,0,1720,Pawleys Island,SC,1,29585,3330a09d-32e5-4566-88c6-7969afe93309,2,SC,1,Yes
4.873,no,70001,1,3,300000,TRUE,165,4,80001,8f772930-4451-46db-aee1-c579741a6bad,0,1720,Pawleys Island,SC,1,29585,3330a09d-32e5-4566-88c6-7969afe93309,2,SC,1,Yes
4.7,no,105001,1,3,225000,TRUE,165,3,140001,5ca63fec-07ed-4444-8df2-3f6a2a91f939,0,0,Warrenton,VA,3,20186,269bbea0-2085-4c23-840e-232e95b2aec2,2,VA,1,No
4.607,no,350001,1,3,650000,TRUE,83,1,350001,6a4edd4d-a3a8-4e44-89ca-9e841c49f5ab,1490,0,San Diego,CA,1,92123,9c2a1e8f-d17e-496c-9b02-b4992f18c335,2,CA,1,No
4.763,no,250001,8,7,400000,TRUE,7,1,295001,433e9db9-dbf8-40ce-884d-2565af7a9e53,0,5162,Fullerton,CA,3,92835,21d4eab8-5619-4f51-b0e6-613e1ea68421,2,CA,1,No
5.324,both,60001,4,5,120000,TRUE,165,4,80001,357aeb7c-1753-4416-bb67-15c1d1391e5a,0,0,Rushville,IN,1,46173,637c9710-4d7d-41bf-9606-66b79f135774,2,IN,1,No
3.955,no,180001,3,3,1500000,TRUE,83,1,195001,766acc7b-b4c2-4279-a9f5-5841798a5bf2,1490,0,Arlington,VA,1,22207,47360b0d-8bba-4bc5-b4a0-9b5eab90da46,2,VA,1,No
4.249,no,450001,1,3,1000000,TRUE,83,4,710001,ae4f2709-8b0c-4e57-a8cc-cf8546e84e68,1490,15265,Bellingham,WA,1,98229,647e4a04-c365-4686-98a1-8ef8a9fb30c3,2,WA,1,Yes
4.628,no,275001,3,3,350000,TRUE,83,1,275001,3d3e065f-e741-4ef1-9c14-91a395210936,1490,0,Westerville,OH,1,43082,ed0110c2-0855-48a7-8bbc-be3f8f23fcfd,2,OH,1,Yes
4.987,no,225001,7,3,300000,TRUE,232,1,230001,f09e0be3-0130-45f2-8437-7a18914364af,795,4025,Adelanto,CA,1,92301,d738b311-8b81-4e06-b88b-4fc10746d344,2,CA,1,No
4.195,no,180001,1,3,225000,TRUE,232,2,180001,deb1d4a0-6dcd-4365-aaff-2f65b9743576,795,0,Newark,DE,1,19711,a1c7ef6f-c0e1-4e7a-8154-305822c76f66,2,DE,1,No
4.195,no,180001,1,3,225000,TRUE,232,2,180001,deb1d4a0-6dcd-4365-aaff-2f65b9743576,795,0,Newark,DE,1,19711,a1c7ef6f-c0e1-4e7a-8154-305822c76f66,2,DE,1,No
4.653,no,85001,1,3,375000,TRUE,232,1,85001,c22f8aef-1177-40be-a551-331a38d2a150,795,0,Murray,KY,1,42071,e6bee608-c87a-48a0-ace8-581f9c64607a,2,KY,1,No
4.352,no,180001,2,3,275000,TRUE,232,1,180001,25d9e035-ced8-4cb3-af05-5403527f65b9,795,4025,Chicago,IL,1,60638,1d5fc01d-a91b-4426-a7f6-c49e89d20547,2,IL,1,No
4.104,no,170001,4,7,400000,TRUE,83,1,245001,51e83e1e-8938-4062-8f37-03204c859f23,1490,0,Austin,TX,2,78704,ed7031ad-2b8d-4482-b0fc-5c6839d28b5a,2,TX,1,No
4.104,no,170001,4,7,400000,TRUE,83,1,245001,51e83e1e-8938-4062-8f37-03204c859f23,1490,0,Austin,TX,2,78704,ed7031ad-2b8d-4482-b0fc-5c6839d28b5a,2,TX,1,No
4.55,no,475001,4,5,850000,TRUE,83,1,480001,1ba36c4e-dd5b-4b7e-baf6-38ec8db21eca,1490,0,Santa Rosa,CA,1,95409,3df58d27-fc6b-4af9-809d-ae7327198972,2,CA,1,No
4.55,no,475001,4,5,850000,TRUE,83,1,480001,1ba36c4e-dd5b-4b7e-baf6-38ec8db21eca,1490,0,Santa Rosa,CA,1,95409,3df58d27-fc6b-4af9-809d-ae7327198972,2,CA,1,No
4.692,no,170001,7,9,300000,TRUE,83,1,170001,3cb671a8-61b8-4736-a808-3a2b17d08c28,1490,0,Dearborn Heights,MI,1,48127,fd683b0c-e106-407e-b0ed-11aeb0b8afbc,2,MI,1,No
4.589,no,105001,6,3,200000,TRUE,83,1,150001,bb11f290-7b2a-4186-845f-9ceddafe5969,1490,2625,Kissimmee,FL,1,34758,282659c7-85ab-4864-98b4-5841558c4722,2,FL,1,No
5.165,bankruptcy,40001,8,9,60000,TRUE,232,1,40001,14e9adb5-e764-4313-b74a-8d345b54b4fa,795,0,Waskom,TX,1,75692,ed395abd-449c-4c49-9c57-4bf4252a20e1,2,TX,1,No
4.523,no,70001,1,3,150000,TRUE,83,1,70001,b694f38e-70ab-4bf4-96d2-9bf325e118d4,1490,0,Lake Orion,MI,1,48362,f2e6e56a-51c1-4abb-8078-730377da34da,2,MI,1,No
4.523,no,70001,1,3,150000,TRUE,83,1,70001,b694f38e-70ab-4bf4-96d2-9bf325e118d4,1490,0,Lake Orion,MI,1,48362,f2e6e56a-51c1-4abb-8078-730377da34da,2,MI,1,No
5.202,no,50001,8,7,85000,TRUE,83,1,55001,2bd6220e-bb84-4c08-b178-64f8af0297c5,1490,962,Muskegon,MI,1,49441,e3698745-685b-40d0-9e3e-612dadece37d,2,MI,1,No
4.212,no,225001,3,3,400000,TRUE,7,3,265002,a991f5a3-ddca-419e-8638-8165d60da835,0,0,Medina,OH,1,44256,142da969-4833-4eeb-9d09-ea0479184a02,2,OH,1,No
4.792,no,130001,7,7,225000,TRUE,9,1,165001,40b1aa0d-625b-4348-8aae-50edd98b946e,0,4342,Pearland,TX,1,77584,1d0385f6-1d30-48c1-a05d-135cf0183c63,2,TX,1,Yes
4.298,no,500001,4,7,900000,TRUE,9,5,500001,c02906f6-b7b9-4626-b521-3edb067b8287,0,795,Los Angeles,CA,1,90043,c6eb4622-b830-40a2-97d3-f2e4484d5b7e,2,CA,1,No
4.423,no,190001,9,9,250000,TRUE,7,1,190001,4d8c1c3c-bd3e-40fb-8c94-97879ece2f91,0,3325,Clarksville,TN,1,37043,acd89919-3a9b-4f6c-bf39-5d7bd0bbc18e,2,TN,1,Yes
5.577,no,10000,5,5,60000,TRUE,232,1,10000,356844c7-a8e0-4444-b969-0cc33183679c,795,0,Upton,MA,1,1568,0637619b-393b-4a74-80ce-d78376f24049,2,MA,1,No
5.577,no,10000,5,5,60000,TRUE,232,1,10000,356844c7-a8e0-4444-b969-0cc33183679c,795,0,Upton,MA,1,1568,0637619b-393b-4a74-80ce-d78376f24049,2,MA,1,No
5.414,no,70001,1,3,125000,FALSE,9,1,85001,bb29c2a1-6434-439f-9b9f-082e28ca1fe8,0,795,Walsenburg,CO,6,81089,8598da27-0a19-4f28-8619-1cc697373993,2,CO,1,No
4.073,no,125001,1,3,180000,TRUE,83,1,125001,17c533b9-9ffb-4544-aae6-ef9c3640c212,1490,0,Charlottesville,VA,3,22903,cc87651b-36ae-4aa0-9918-90440506bb42,2,VA,1,No
5.065,no,250001,9,9,500000,TRUE,83,1,355001,fd0d85f1-0d2e-422b-914f-e94e22124ea3,1490,6212,Cranford,NJ,1,7016,df0bd3e2-299b-40aa-962a-baad94127d44,2,NJ,1,No
5.065,no,250001,9,9,500000,TRUE,83,1,355001,fd0d85f1-0d2e-422b-914f-e94e22124ea3,1490,6212,Cranford,NJ,1,7016,df0bd3e2-299b-40aa-962a-baad94127d44,2,NJ,1,No
5.098,no,70001,7,7,110000,TRUE,83,1,70001,11b388e6-4105-4803-ab01-d6d906282c25,1490,0,Hillsdale,MI,1,49242,9d9ca757-3f99-4bcf-abde-8b8b6c6f8085,2,MI,1,No
4.764,no,60001,8,9,200000,TRUE,7,1,130001,c19f6b30-afdc-400f-ba5a-32127ffa0339,0,2795,Desoto,TX,1,75115,d5fdd7f4-b0d8-47dd-b030-eeb8940af7b1,2,TX,1,Yes
4.698,no,110001,3,3,1000000,TRUE,83,1,110001,9cb12924-d711-4e25-89c0-686593b7bcc4,1490,0,Oakland,CA,1,94611,9ac38a69-605b-4a95-a796-fea173699f38,2,CA,1,No
4.548,no,475001,4,3,900000,TRUE,83,1,525001,da2a12ca-dbc8-4d24-8254-6554ae33a001,1490,0,Los Angeles,CA,1,90016,5edfd907-9db0-44f7-a247-877aa08b2df8,2,CA,1,No
4.548,no,475001,4,3,900000,TRUE,83,1,525001,da2a12ca-dbc8-4d24-8254-6554ae33a001,1490,0,Los Angeles,CA,1,90016,5edfd907-9db0-44f7-a247-877aa08b2df8,2,CA,1,No
,bankruptcy,375001,5,5,475000,,,,375001,25777cd5-e252-405d-99ef-82f4afcc9d0d,,,Austin,TX,1,78737,9c105c92-8a78-4c4b-ac05-f4e5de8ca21f,2,TX,1,No
4.61,no,100001,4,5,170000,TRUE,7,1,145001,6ed58956-6d52-4072-9bf5-bf6bc8101701,0,3117,Brownsville,TX,1,78526,8381840f-14af-45dd-8158-8b7b8b0c24b9,2,TX,1,Yes
4.686,no,250001,3,3,400000,TRUE,232,2,290001,79b8d2d9-4b4f-411a-a2bc-ee4210f6f13c,795,0,Milton,WI,1,53563,437162b3-9236-461f-8601-9126236e3f82,2,WI,1,No
4.167,no,150001,7,7,200000,TRUE,7,1,150001,3566e9f8-e4e8-4b92-a197-098c64d54c70,0,3225,Saint Charles,MO,1,63301,0acddce9-869c-479a-b6d7-fae04a9728d9,2,MO,1,Yes
,no,120001,8,5,475000,,,,250001,6096d5dd-2195-4643-a039-69f922f19ea8,,,Bell Gardens,CA,1,90201,fcc6e2cd-473d-4afa-ba03-510a0d05aa8f,2,CA,1,Yes
3.932,no,150001,3,3,180000,TRUE,83,1,150001,2dc7cfba-7a1a-489b-9f71-f33f98c831bb,1490,0,Baltimore,MD,3,21202,539a1c63-2a0a-4711-8e5b-12380a7bbc81,2,MD,1,No
5.97,no,40001,9,9,130000,TRUE,232,1,55001,ffd5ca80-b279-4172-b7a5-0b12245dc15f,795,0,Augusta,ME,1,4330,45fa3408-4170-4bd7-974d-99fabae99f8c,2,ME,1,No
3.818,no,225001,4,3,425000,TRUE,83,1,225001,defab2bd-dafa-4576-9d8b-efc33e836cdf,1490,0,Spring Valley,OH,1,45370,f2d369ad-fedf-4bf5-bbb1-bc1c3c15b2b4,2,OH,1,No
4.25,no,325001,7,5,550000,TRUE,7,5,385001,77e2f142-7b9e-472b-9255-1b2226f2d053,0,0,Washington,DC,2,20011,b02836a2-b716-4102-aa10-f57c6ac65a7c,2,DC,1,No
5.548,no,20001,8,7,85000,TRUE,232,1,30001,d5a6167f-fa2d-4e33-b7a6-481c6d60210d,795,0,Union Mills,NC,1,28167,ce4fa751-1f93-4214-b207-cabb8eff513e,2,NC,1,No
5.548,no,20001,8,7,85000,TRUE,232,1,30001,d5a6167f-fa2d-4e33-b7a6-481c6d60210d,795,0,Union Mills,NC,1,28167,ce4fa751-1f93-4214-b207-cabb8eff513e,2,NC,1,No
4.181,no,275001,7,7,375000,TRUE,7,1,285001,b55514a9-bfae-43cc-83c7-97e1bbc6b4d2,0,4987,Bushland,TX,1,79012,bb651b0b-206e-447e-83e4-216a7912e9cd,2,TX,0,No
5.584,no,150001,8,9,275000,TRUE,9,1,200002,770a7bde-5dae-4e4a-b3ba-cc3e9fe1eb4f,0,4295,Pflugerville,TX,1,78660,50e3e5a9-9129-4597-a17f-33c93cbc60e8,2,TX,1,No
4.561,no,125001,1,3,275000,TRUE,83,1,155001,874749b3-9264-40d1-827b-e038001072b2,1490,0,Cumming,GA,1,30040,ecb1425b-0ecf-4c11-a8e9-ff2f7a998ab0,2,GA,1,No
4.914,no,125001,1,3,275000,TRUE,136,4,155001,12fbfcfc-e6bb-48b7-88bf-e982405230e4,0,0,Cumming,GA,1,30040,ecb1425b-0ecf-4c11-a8e9-ff2f7a998ab0,2,GA,1,No
5.186,no,30001,6,7,90000,TRUE,232,1,30001,01ee9d75-af46-4dda-b5de-189792ff8d85,795,0,Farmington,IL,1,61531,918d044e-4e4a-49fa-8c57-2e80ae0500e7,2,IL,1,No
5.186,no,30001,6,7,90000,TRUE,232,1,30001,01ee9d75-af46-4dda-b5de-189792ff8d85,795,0,Farmington,IL,1,61531,918d044e-4e4a-49fa-8c57-2e80ae0500e7,2,IL,1,No
4.484,no,10000,1,3,400000,TRUE,7,6,310000,e1cc9129-b61b-4a54-bca0-d1cb2ead5780,0,0,Miami,FL,1,33177,2dc55aaf-9b1b-45b7-9968-cc56cbe9a92c,2,FL,1,No
4.67,no,10000,1,3,400000,TRUE,83,1,310000,2f42165f-b337-4f82-a885-ca86a4dd11f1,1490,0,Miami,FL,1,33177,2dc55aaf-9b1b-45b7-9968-cc56cbe9a92c,2,FL,1,No
5.749,bankruptcy,50001,9,9,85000,TRUE,83,1,65001,21a7ff23-59ab-4b7f-9412-c7d0de26604d,1490,1137,North Manchester,IN,1,46962,9ddffb71-d9d3-40b3-88a2-3ae1bfdf161a,2,IN,1,No
4.829,no,700001,3,3,1500000,TRUE,9,1,920001,d7ab3060-aa8a-447e-bbdd-d7febb92850b,0,795,Brooklyn,NY,5,11220,eeaa03ef-12a5-491a-a73a-fb171c16afaa,2,NY,1,No
,no,60001,5,7,120000,,,,90001,9a3b19b9-19ed-4c11-8924-b5927e123486,,,San Antonio,TX,1,78228,45423772-e06c-4aa4-bd7b-0791d84cd3de,2,TX,1,No
4.27,no,70001,1,3,170000,TRUE,162,1,70001,902557ae-bd07-47c7-92b2-ca48ec2fc18d,675,0,Farmington,MI,1,48336,b3d57fdd-1f7a-48ac-9eb8-6f05889e618d,2,MI,1,No
5.309,no,30001,8,7,60000,TRUE,232,1,30001,f4358993-0abd-4b76-aa87-2bb3d77f3c38,795,0,Camas,WA,1,98607,42889d5c-7b7a-4266-a4e7-4fdbf8a0f59c,2,WA,1,Yes
5.309,no,30001,8,7,60000,TRUE,232,1,30001,f4358993-0abd-4b76-aa87-2bb3d77f3c38,795,0,Camas,WA,1,98607,42889d5c-7b7a-4266-a4e7-4fdbf8a0f59c,2,WA,1,Yes
4.635,no,85001,5,5,425000,TRUE,232,1,140001,82e20e69-fcea-4e0b-93c5-f9796d54ddd7,795,0,Brighton,MA,3,2135,59ebd39c-d394-4cf9-9174-097c4cdecfb4,2,MA,1,No
4.133,no,160001,3,3,400000,TRUE,83,1,320001,edb441fb-bc3a-49fa-94ac-05b1619c8383,1490,5600,Alpharetta,GA,1,30009,67ee039f-8647-44e0-bb25-7d16373642d5,2,GA,1,No
4.821,bankruptcy,80001,4,5,150000,TRUE,83,1,80001,cc3cd9f0-0dbb-423b-8286-22a58901eb93,1490,0,Plymouth,MI,3,48170,858e3e71-d1b4-4b5e-912c-36e15c9bcab0,2,MI,1,No
4.45,no,375001,4,7,475000,TRUE,9,4,375001,21ed482e-7b9c-409d-b036-de8f5c754088,0,795,Washington,DC,2,20019,bd41a51a-e092-45d8-b2d8-31d26193c489,2,DC,1,No
3.79,no,325001,1,3,350000,TRUE,162,1,325001,e21cf0dd-f0e6-477e-abb6-df1a6cd8ae2d,675,0,Redwood City,CA,3,94061,fce58335-5cf8-431c-ae3e-0d31fc42786c,2,CA,1,No
4.369,no,150001,1,3,325000,TRUE,165,3,155001,1d045c92-d1e4-4eee-ad7e-c069a466c6a5,0,0,Charlotte,NC,1,28277,cf2b3fc8-26d1-4626-977e-abb63964419f,2,NC,1,No
4.769,no,120001,8,5,250000,FALSE,83,1,150001,e0a11e97-3392-4031-abf8-5c7778f1cb08,1490,0,Virginia Beach,VA,1,23456,8c1b725e-639e-471b-81c6-5fcd1df705c5,2,VA,1,No
4.769,no,120001,8,5,250000,FALSE,83,1,150001,e0a11e97-3392-4031-abf8-5c7778f1cb08,1490,0,Virginia Beach,VA,1,23456,8c1b725e-639e-471b-81c6-5fcd1df705c5,2,VA,1,No
4.295,no,190001,8,7,300000,TRUE,7,1,225001,334eba48-99bc-4c7b-b423-f64a54cd0c65,0,3937,Visalia,CA,1,93291,86ad2104-5ebe-40cc-9796-8098af69a643,2,CA,1,No
4.295,no,190001,8,7,300000,TRUE,7,1,225001,334eba48-99bc-4c7b-b423-f64a54cd0c65,0,3937,Visalia,CA,1,93291,86ad2104-5ebe-40cc-9796-8098af69a643,2,CA,1,No
4.577,no,190001,8,7,300000,TRUE,232,3,225001,d04c81b4-2b5f-46b7-a20d-129469483abf,795,0,Visalia,CA,1,93291,86ad2104-5ebe-40cc-9796-8098af69a643,2,CA,1,No
4.577,no,190001,8,7,300000,TRUE,232,3,225001,d04c81b4-2b5f-46b7-a20d-129469483abf,795,0,Visalia,CA,1,93291,86ad2104-5ebe-40cc-9796-8098af69a643,2,CA,1,No
5.184,no,60001,9,9,95000,TRUE,9,1,60001,20652f9e-9296-412d-9a76-b7b1121f228c,0,795,Selden,NY,1,11784,15879233-543b-4df7-9d4a-8080ebd6144e,2,NY,1,No
5.184,no,60001,9,9,95000,TRUE,9,1,60001,20652f9e-9296-412d-9a76-b7b1121f228c,0,795,Selden,NY,1,11784,15879233-543b-4df7-9d4a-8080ebd6144e,2,NY,1,No
4.841,no,70001,2,3,200000,TRUE,83,1,70001,1c05e7e9-5491-45f7-9bcd-94df50c155c0,1490,0,Waterville,OH,1,43566,d525203d-55ef-46db-8563-bc63a114738a,2,OH,1,No
5.14,no,40001,4,7,60000,TRUE,232,1,40001,40d30fe0-d981-4b3a-a60b-73b8dd21cf1a,795,0,Fort Wayne,IN,1,46805,bba4aeed-a8a1-4c72-a570-2ac4a883b6d4,2,IN,1,No
4.47,no,140001,5,7,160000,TRUE,83,1,155001,8e77e6d7-dbf8-421f-a883-d2cb0a49aa2b,1490,3332,Orangeburg,SC,1,29118,266f7335-1a01-4917-8dde-da9c1caf8e93,2,SC,1,Yes
4.595,no,700001,3,3,900000,TRUE,83,1,700001,d5b600ac-7ead-488b-882a-470a85ec38ad,1490,0,San Mateo,CA,1,94403,9d4a1760-82ec-4b57-92b3-797904f3ba6e,2,CA,1,No
4.238,no,225001,5,5,275000,TRUE,9,1,225001,1ccb428e-f4af-46c8-8225-99b9e833429b,0,795,Queen Creek,AZ,1,85142,a61cddd1-d868-4ea2-884c-538e3618a88e,2,AZ,1,No
4.238,no,225001,5,5,275000,TRUE,9,1,225001,1ccb428e-f4af-46c8-8225-99b9e833429b,0,795,Queen Creek,AZ,1,85142,a61cddd1-d868-4ea2-884c-538e3618a88e,2,AZ,1,No
4.57,no,200001,6,5,275000,TRUE,9,1,200001,f023e4f7-e11c-4338-802a-4e1caf62a731,0,795,Eau Claire,WI,1,54701,f50116e4-86d4-41eb-8871-edf035b9f860,2,WI,1,No
5.311,no,60001,3,3,180000,TRUE,165,1,70001,6ac3fb6a-b8fb-4e13-b575-a2ec23beea79,0,0,Blue Eye,MO,1,65611,8d55404b-bfd5-46d6-b3b1-1ab013878031,2,MO,1,No
5.311,no,60001,3,3,180000,TRUE,165,1,70001,6ac3fb6a-b8fb-4e13-b575-a2ec23beea79,0,0,Blue Eye,MO,1,65611,8d55404b-bfd5-46d6-b3b1-1ab013878031,2,MO,1,No
4.962,no,60001,3,3,120000,TRUE,232,1,60001,fc41c39f-c880-44b9-b244-df6f396ff84b,795,0,Newport,KY,3,41076,501470a9-cca5-452d-b900-255427f29612,2,KY,1,No
3.81,no,325001,1,3,600000,TRUE,83,1,325001,9fbd4237-e0d2-4e2b-bfef-1c2456753667,1490,0,Henderson,NV,1,89052,25d725b9-5264-45a2-adb7-3e4eb229433d,2,NV,1,No
4.324,no,275001,4,5,400000,TRUE,9,4,275001,44583859-3c5e-40b9-ab4b-65344c180d7f,0,795,Riverside,CA,3,92505,e848d705-a22d-4715-87b4-d63eacfd0ff8,2,CA,1,No
3.901,no,200001,5,5,400000,TRUE,83,1,290001,711a575d-a27e-4b66-ba24-7987b6afdfb8,1490,6235,Stuart,FL,1,34997,b010d37d-c418-40d7-83d2-bfe23fc9ef43,2,FL,1,Yes
3.901,no,200001,5,5,400000,TRUE,83,1,290001,711a575d-a27e-4b66-ba24-7987b6afdfb8,1490,6235,Stuart,FL,1,34997,b010d37d-c418-40d7-83d2-bfe23fc9ef43,2,FL,1,Yes
3.882,no,190001,1,3,650000,TRUE,83,1,190001,9403434d-c781-4e51-bc58-79d5eebb4a3a,1490,0,Mckinney,TX,1,75071,99fe5563-7ba3-42ec-9e22-603ee6af8c4c,2,TX,1,No
4.296,no,375001,1,5,800000,TRUE,9,1,545002,f604eae6-bf1a-4227-8180-6916e25cf661,0,795,Kansas City,MO,1,64116,aa80da70-0b18-4306-b53c-9cc6e4e2d6a1,2,MO,1,No
,no,425001,3,3,950000,,,,425001,c70a7b75-4fcc-4250-9e5f-0ad3fb832f4e,,,Cleveland,OH,1,44125,a8b152e3-6cb0-43f9-acd2-455762b3c586,2,OH,1,No
5.701,no,10001,6,5,60000,TRUE,232,1,10001,7f6e4086-7a74-42ef-bef6-8c3e534393b2,795,0,Greensburg,IN,3,47240,013c662b-7e09-4f0e-b826-c20e31b8410d,2,IN,1,No
5.701,no,10001,6,5,60000,TRUE,232,1,10001,7f6e4086-7a74-42ef-bef6-8c3e534393b2,795,0,Greensburg,IN,3,47240,013c662b-7e09-4f0e-b826-c20e31b8410d,2,IN,1,No
4.518,no,225001,3,5,650000,TRUE,232,2,270001,52982ef6-8683-4704-b3b3-9a721dfaa20d,795,0,Altadena,CA,1,91001,8df9c41b-d694-454b-b9e1-1fa2b79f1e41,2,CA,1,No
4.558,no,225001,3,5,650000,TRUE,7,6,270001,a80e69ca-acf5-416c-9bfe-983c7ec4c5d4,0,0,Altadena,CA,1,91001,8df9c41b-d694-454b-b9e1-1fa2b79f1e41,2,CA,1,No
4.558,no,225001,3,5,650000,TRUE,7,6,270001,a80e69ca-acf5-416c-9bfe-983c7ec4c5d4,0,0,Altadena,CA,1,91001,8df9c41b-d694-454b-b9e1-1fa2b79f1e41,2,CA,1,No
4.97,no,50001,4,5,75000,TRUE,83,1,50001,7a3e267c-5c48-4983-b39b-c3f3436531a2,1490,0,Quinlan,TX,1,75474,cb607ef4-663f-477b-a516-a68027c17b1d,2,TX,1,No
5.352,no,20001,6,7,105000,TRUE,232,1,40001,ae3bb813-a906-44a5-9835-376318e63178,795,0,Terre Haute,IN,1,47804,2b5b3626-59ca-40e8-8ddc-c7751bb9b844,2,IN,1,No
,no,50001,6,7,60000,,,,50001,c0ded8cf-48b9-4543-90cf-900ba75e7339,,,Huntsville,AL,1,35810,26a86a4e-69ee-4df1-a900-4a57f884e6c9,2,AL,1,Yes
4.921,no,95001,8,9,120000,TRUE,83,1,100001,e9d64011-8d66-4d20-afd2-c44c06f3823a,1490,1750,Indianapolis,IN,3,46250,de61e3a6-2a83-4ba3-9a61-dfce66f2a90f,2,IN,1,No
4.921,no,95001,8,9,120000,TRUE,83,1,100001,e9d64011-8d66-4d20-afd2-c44c06f3823a,1490,1750,Indianapolis,IN,3,46250,de61e3a6-2a83-4ba3-9a61-dfce66f2a90f,2,IN,1,No
,no,130001,2,3,350000,,,,280001,4337cf64-bb68-440e-886b-63c093890574,,,Seattle,WA,1,98188,00243cd3-8435-447e-bec4-a2c5c55c80c2,2,WA,1,No
,no,130001,2,3,350000,,,,280001,4337cf64-bb68-440e-886b-63c093890574,,,Seattle,WA,1,98188,00243cd3-8435-447e-bec4-a2c5c55c80c2,2,WA,1,No
5.323,bankruptcy,95001,5,3,160000,TRUE,232,2,120001,599c12f5-4a38-4897-9b77-9ca0176ec51e,795,0,Brandon,FL,2,33511,f7d3fa01-ae40-4870-b6fc-00d546eaf4b5,2,FL,1,No
5.323,bankruptcy,95001,5,3,160000,TRUE,232,2,120001,599c12f5-4a38-4897-9b77-9ca0176ec51e,795,0,Brandon,FL,2,33511,f7d3fa01-ae40-4870-b6fc-00d546eaf4b5,2,FL,1,No
4.39,no,70001,1,3,170000,TRUE,83,1,130001,db71a293-921f-4fa4-bd7e-251592db2652,1490,0,Indianapolis,IN,1,46250,c81d7269-16b5-404f-9020-7d3a32fd45b3,2,IN,1,No
4.644,no,50001,7,5,300000,TRUE,83,1,70001,a2eb3eda-3c99-438f-a60f-6a7010c9c905,1490,1505,Paxinos,PA,1,17860,0dcc31fe-b345-45c3-bb7d-31245c2e0d2e,2,PA,1,Yes
4.568,bankruptcy,150001,5,5,200000,TRUE,232,1,160001,feff35e3-ee06-4ba4-a028-ecba21aa2b3a,795,2800,Stafford,TX,5,77477,0b4a4a12-8c80-48c6-8c94-db9b6c7708ee,2,TX,1,Yes
4.642,no,105001,7,7,190000,TRUE,232,1,150001,5507a0f1-9ab2-4367-a665-e95ce81bffb8,795,2625,League City,TX,1,77573,eacabe61-9416-4afe-b515-cb93045cfcc8,2,TX,1,No
4.642,no,105001,7,7,190000,TRUE,232,1,150001,5507a0f1-9ab2-4367-a665-e95ce81bffb8,795,2625,League City,TX,1,77573,eacabe61-9416-4afe-b515-cb93045cfcc8,2,TX,1,No
4.807,no,225001,3,3,600000,TRUE,232,1,230001,b2e36b2b-6693-46ed-b7a5-7f86ecc5511b,795,0,Somerville,MA,5,2145,bcd6e4d2-4b31-4ac1-903a-2637dc48b942,2,MA,1,No
5.146,no,95001,5,3,150000,TRUE,232,1,105002,8676340a-4d95-4652-bee5-50c0ff854602,795,0,Powder Springs,GA,1,30127,bfff4c76-209b-4ffe-bef0-f17e07a21bb4,2,GA,1,No
5.146,no,95001,5,3,150000,TRUE,232,1,105002,8676340a-4d95-4652-bee5-50c0ff854602,795,0,Powder Springs,GA,1,30127,bfff4c76-209b-4ffe-bef0-f17e07a21bb4,2,GA,1,No
